Linux 4.15.0-101-generic (node2) 	06/03/2020 	_x86_64_	(2 CPU)

03:46:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:26 AM  all    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:47:28 AM  all    2.74    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.26
03:47:30 AM  all    2.26    0.00    1.00    0.00    0.00    0.50    0.00    0.00    0.00   96.24
03:47:32 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:47:34 AM  all    1.01    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   97.49
03:47:36 AM  all    0.75    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:47:38 AM  all    2.51    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.49
03:47:40 AM  all    2.26    0.00    1.26    0.00    0.00    0.00    0.00    0.00    0.00   96.48
03:47:42 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:47:44 AM  all    0.75    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   98.00
03:47:46 AM  all    1.01    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.49
03:47:48 AM  all    1.75    0.00    1.50    0.00    0.00    0.25    0.00    0.00    0.00   96.49
03:47:50 AM  all    2.02    0.00    1.26    0.00    0.00    0.00    0.00    0.00    0.00   96.73
03:47:52 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:47:54 AM  all    1.24    0.00    1.49    0.00    0.00    0.00    0.00    0.00    0.00   97.26
03:47:56 AM  all    0.75    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.25
03:47:58 AM  all    2.27    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   96.22
03:48:00 AM  all    2.25    0.00    1.50    0.00    0.00    0.25    0.00    0.00    0.00   96.00
03:48:02 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:48:04 AM  all    1.25    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   97.50
03:48:06 AM  all    0.50    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   98.25
03:48:08 AM  all    2.49    0.00   37.31    0.25    0.00   12.69    0.00    0.00    0.00   47.26
03:48:10 AM  all    2.23    0.00   46.90    0.00    0.00   13.40    0.00    0.00    0.00   37.47
03:48:12 AM  all    0.50    0.00   43.22    0.00    0.00   16.58    0.00    0.00    0.00   39.70
03:48:14 AM  all    1.98    0.00   43.07    0.00    0.00   17.08    0.00    0.00    0.00   37.87
03:48:16 AM  all    1.24    0.00   45.27    0.00    0.00   15.17    0.00    0.00    0.00   38.31
03:48:18 AM  all    2.48    0.00   43.42    0.00    0.00   17.12    0.00    0.00    0.00   36.97
03:48:20 AM  all    2.99    0.00   45.27    0.00    0.00   14.68    0.00    0.00    0.00   37.06
03:48:22 AM  all    0.50    0.00   43.53    0.00    0.00   16.67    0.00    0.00    0.00   39.30
03:48:24 AM  all    0.99    0.00   42.47    0.00    0.00   18.02    0.00    0.00    0.00   38.52
03:48:26 AM  all    0.50    0.00   43.11    0.00    0.00   16.79    0.00    0.00    0.00   39.60
03:48:28 AM  all    2.26    0.00   43.11    0.00    0.00   17.29    0.00    0.00    0.00   37.34
03:48:30 AM  all    2.26    0.00   45.36    0.00    0.00   15.04    0.00    0.00    0.00   37.34
03:48:32 AM  all    0.25    0.00   46.52    0.00    0.00   13.68    0.00    0.00    0.00   39.55
03:48:34 AM  all    0.99    0.00   45.16    0.00    0.00   15.14    0.00    0.00    0.00   38.71
03:48:36 AM  all    0.99    0.00   45.81    0.00    0.00   15.02    0.00    0.00    0.00   38.18
03:48:38 AM  all    2.02    0.00   46.85    0.00    0.00   14.36    0.00    0.00    0.00   36.78
03:48:40 AM  all    2.01    0.00   45.73    0.00    0.00   14.07    0.00    0.00    0.00   38.19
03:48:42 AM  all    0.25    0.00   44.39    0.00    0.00   15.71    0.00    0.00    0.00   39.65
03:48:44 AM  all    1.74    0.00   43.42    0.00    0.00   16.38    0.00    0.00    0.00   38.46
03:48:46 AM  all    0.25    0.00   42.51    0.00    0.00   18.92    0.00    0.00    0.00   38.33
03:48:48 AM  all    2.23    0.00   44.67    0.00    0.00   15.63    0.00    0.00    0.00   37.47
03:48:50 AM  all    1.49    0.00   45.27    0.00    0.00   15.67    0.00    0.00    0.00   37.56
03:48:52 AM  all    0.74    0.00   43.67    0.00    0.00   16.38    0.00    0.00    0.00   39.21
03:48:54 AM  all    1.24    0.00   45.27    0.00    0.00   14.93    0.00    0.00    0.00   38.56
03:48:56 AM  all    0.49    0.00   44.88    0.00    0.00   16.34    0.00    0.00    0.00   38.29
03:48:58 AM  all    2.23    0.00   45.05    0.00    0.00   15.59    0.00    0.00    0.00   37.13
03:49:00 AM  all    2.24    0.00   46.38    0.00    0.00   13.72    0.00    0.00    0.00   37.66
03:49:02 AM  all    0.50    0.00   44.61    0.00    0.00   15.29    0.00    0.00    0.00   39.60
03:49:04 AM  all    0.98    0.00   46.44    0.00    0.00   14.74    0.00    0.00    0.00   37.84
03:49:06 AM  all    1.01    0.00   45.82    0.00    0.00   13.67    0.00    0.00    0.00   39.49
03:49:08 AM  all    1.99    0.00   45.91    0.00    0.00   15.63    0.00    0.00    0.00   36.48
03:49:10 AM  all    2.00    0.00   44.25    0.00    0.00   16.25    0.00    0.00    0.00   37.50
03:49:12 AM  all    0.75    0.00   44.78    0.00    0.00   15.17    0.00    0.00    0.00   39.30
03:49:14 AM  all    1.47    0.00   46.08    0.00    0.00   14.95    0.00    0.00    0.00   37.50
03:49:16 AM  all    0.74    0.00   44.83    0.00    0.00   15.76    0.00    0.00    0.00   38.67
03:49:18 AM  all    2.02    0.00   43.32    0.00    0.00   17.13    0.00    0.00    0.00   37.53
03:49:20 AM  all    1.97    0.00   45.57    0.00    0.00   15.76    0.00    0.00    0.00   36.70
03:49:22 AM  all    1.50    0.00   43.36    0.25    0.00   15.79    0.00    0.00    0.00   39.10
03:49:24 AM  all    0.98    0.00   44.36    0.00    0.00   16.67    0.00    0.00    0.00   37.99
03:49:26 AM  all    0.51    0.00   45.71    0.00    0.00   14.14    0.00    0.00    0.00   39.65
03:49:28 AM  all    2.71    0.00   44.58    0.00    0.00   16.01    0.00    0.00    0.00   36.70
03:49:30 AM  all    2.23    0.00   47.28    0.00    0.00   13.86    0.00    0.00    0.00   36.63
03:49:32 AM  all    0.50    0.00   43.18    0.00    0.00   16.87    0.00    0.00    0.00   39.45
03:49:34 AM  all    1.02    0.00   45.04    0.00    0.00   15.01    0.00    0.00    0.00   38.93
03:49:36 AM  all    0.74    0.00   43.70    0.00    0.00   17.04    0.00    0.00    0.00   38.52
03:49:38 AM  all    2.01    0.00   45.86    0.00    0.00   14.04    0.00    0.00    0.00   38.10
03:49:40 AM  all    2.00    0.00   45.89    0.00    0.00   14.96    0.00    0.00    0.00   37.16
03:49:42 AM  all    0.25    0.00   44.64    0.00    0.00   14.96    0.00    0.00    0.00   40.15
03:49:44 AM  all    0.99    0.00   44.69    0.00    0.00   16.05    0.00    0.00    0.00   38.27
03:49:46 AM  all    1.00    0.00   44.86    0.00    0.00   15.04    0.00    0.00    0.00   39.10
03:49:48 AM  all    3.00    0.00   12.00    0.00    0.00    4.75    0.00    0.00    0.00   80.25
03:49:50 AM  all    3.02    0.00    2.01    0.00    0.00    0.25    0.00    0.00    0.00   94.72
03:49:52 AM  all    0.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.99
03:49:54 AM  all    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.99
03:49:56 AM  all    1.26    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:49:58 AM  all    2.51    0.00    2.01    0.00    0.00    0.25    0.00    0.00    0.00   95.23
03:50:00 AM  all    3.03    0.00    1.26    0.00    0.00    0.25    0.00    0.00    0.00   95.45
03:50:02 AM  all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.75
03:50:04 AM  all    1.51    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   97.98
03:50:06 AM  all    1.76    0.00    1.26    0.00    0.00    0.25    0.00    0.00    0.00   96.73
03:50:08 AM  all    2.54    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.44
03:50:10 AM  all    3.23    0.00    2.48    0.00    0.00    0.50    0.00    0.00    0.00   93.80
03:50:12 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:50:14 AM  all    1.76    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.49
03:50:16 AM  all    1.50    0.00    1.25    0.00    0.00    0.25    0.00    0.00    0.00   96.99
03:50:18 AM  all    2.26    0.00    1.51    0.00    0.00    0.25    0.00    0.00    0.00   95.98
03:50:20 AM  all    3.01    0.00    2.01    0.00    0.00    0.25    0.00    0.00    0.00   94.74
03:50:22 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:50:24 AM  all    1.26    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.74
03:50:26 AM  all    1.51    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   97.74
03:50:28 AM  all    2.02    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   96.47
03:50:30 AM  all    4.03    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   94.21
03:50:32 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.49
03:50:34 AM  all    1.99    0.00    0.50    0.00    0.00    0.50    0.00    0.00    0.00   97.01
03:50:36 AM  all    1.26    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.74
03:50:38 AM  all    2.02    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   96.22
03:50:40 AM  all    3.02    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   95.21
03:50:42 AM  all    0.75    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.49
03:50:44 AM  all    1.50    0.00    1.25    0.00    0.00    0.25    0.00    0.00    0.00   96.99
03:50:46 AM  all    1.01    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   98.23
03:50:48 AM  all    1.76    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   96.47
03:50:50 AM  all    3.00    0.00    2.00    0.00    0.00    0.50    0.00    0.00    0.00   94.50
03:50:52 AM  all    0.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.99
03:50:54 AM  all    1.50    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.49
03:50:56 AM  all    1.01    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   97.49
03:50:58 AM  all    2.51    0.00    1.75    0.00    0.00    0.00    0.00    0.00    0.00   95.74
03:51:00 AM  all    3.02    0.00    2.02    0.00    0.00    0.25    0.00    0.00    0.00   94.71
03:51:02 AM  all    0.76    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:51:04 AM  all    1.01    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   97.98
03:51:06 AM  all    1.75    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.50
03:51:08 AM  all    2.26    0.00    1.76    0.00    0.00    0.25    0.00    0.00    0.00   95.73
03:51:10 AM  all    3.52    0.00    2.01    0.00    0.00    0.25    0.00    0.00    0.00   94.22
03:51:12 AM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:51:14 AM  all    1.51    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.48
03:51:16 AM  all    1.26    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.99
03:51:18 AM  all    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.97
03:51:20 AM  all    2.76    0.00    2.76    0.00    0.00    0.00    0.00    0.00    0.00   94.49
03:51:22 AM  all    0.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.99
03:51:24 AM  all    1.25    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.74
03:51:26 AM  all    1.26    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:51:28 AM  all    3.54    0.00    3.54    0.51    0.00    0.25    0.00    0.00    0.00   92.17
03:51:30 AM  all    6.92    0.00    3.59    1.03    0.00    0.00    0.00    0.00    0.00   88.46
03:51:32 AM  all    1.26    0.00    1.26    0.50    0.00    0.25    0.00    0.00    0.00   96.73
03:51:34 AM  all    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.99
03:51:36 AM  all    1.49    0.00    2.23    0.00    0.00    0.50    0.00    0.00    0.00   95.79
03:51:38 AM  all    1.50    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   96.99
03:51:40 AM  all    2.99    0.00    1.49    0.00    0.00    0.25    0.00    0.00    0.00   95.27
03:51:42 AM  all    0.50    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.25
03:51:44 AM  all    1.00    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.25
03:51:46 AM  all    1.00    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.76
03:51:48 AM  all    2.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.98
03:51:50 AM  all    1.76    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   96.48
03:51:52 AM  all    1.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.75
03:51:54 AM  all    1.25    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.25
03:51:56 AM  all    1.25    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.51
03:51:58 AM  all    2.26    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   96.49
03:52:00 AM  all    2.26    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   96.24
03:52:02 AM  all    0.25    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.75

Average:     all    1.54    0.00   13.96    0.03    0.00    4.66    0.00    0.00    0.00   79.81
