Linux 4.15.0-101-generic (node2) 	06/03/2020 	_x86_64_	(2 CPU)

05:43:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:46:09 AM  all    4.24    0.00   51.87    0.00    0.00   39.15    0.00    0.00    0.00    4.74
05:46:11 AM  all    3.79    0.00   51.26    0.00    0.00   43.43    0.00    0.00    0.00    1.52
05:46:13 AM  all    4.09    0.00   48.34    0.00    0.00   43.48    0.00    0.00    0.00    4.09
05:46:15 AM  all    4.17    0.00   47.14    0.00    0.00   45.31    0.00    0.00    0.00    3.39
05:46:17 AM  all    7.03    0.00   48.44    0.00    0.00   40.89    0.00    0.00    0.00    3.65
05:46:19 AM  all    5.93    0.00   39.18    0.00    0.00   32.73    0.00    0.00    0.00   22.16
05:46:21 AM  all    1.36    0.00    3.25    0.00    0.00   37.94    0.00    0.00    0.00   57.45
05:46:23 AM  all    2.17    0.00    4.95    0.00    0.00   36.22    0.00    0.00    0.00   56.66
05:46:25 AM  all    2.29    0.00    5.16    0.00    0.00   39.54    0.00    0.00    0.00   53.01
05:46:27 AM  all    2.79    0.00    5.57    0.00    0.00   38.39    0.00    0.00    0.00   53.25
05:46:29 AM  all    4.26    0.00    5.11    0.00    0.00   40.62    0.00    0.00    0.00   50.00
05:46:31 AM  all    1.94    0.00    4.43    0.00    0.00   37.95    0.00    0.00    0.00   55.68
05:46:33 AM  all    1.42    0.00    3.12    0.00    0.00   40.06    0.00    0.00    0.00   55.40
05:46:35 AM  all    1.98    0.00    3.40    0.00    0.00   40.79    0.00    0.00    0.00   53.82
05:46:37 AM  all    3.16    0.00    3.74    0.00    0.00   39.37    0.00    0.00    0.00   53.74
05:46:39 AM  all    3.23    0.00    3.77    0.00    0.00   43.94    0.00    0.00    0.00   49.06
05:46:41 AM  all    0.55    0.00    3.29    0.00    0.00   41.92    0.00    0.00    0.00   54.25
05:46:43 AM  all    1.59    0.00    3.98    0.00    0.00   41.11    0.00    0.00    0.00   53.32
05:46:45 AM  all    1.09    0.00    4.62    0.00    0.00   40.76    0.00    0.00    0.00   53.53
05:46:47 AM  all    2.71    0.00    4.34    0.00    0.00   40.65    0.00    0.00    0.00   52.30
05:46:49 AM  all    3.85    0.00    3.85    0.00    0.00   39.56    0.00    0.00    0.00   52.75
05:46:51 AM  all    1.16    0.00    4.06    0.00    0.00   37.68    0.00    0.00    0.00   57.10
05:46:53 AM  all    2.07    0.00    4.73    0.00    0.00   38.17    0.00    0.00    0.00   55.03
05:46:55 AM  all    1.88    0.00    5.11    0.00    0.00   40.05    0.00    0.00    0.00   52.96
05:46:57 AM  all    2.78    0.00    5.28    0.00    0.00   40.28    0.00    0.00    0.00   51.67
05:46:59 AM  all    3.65    0.00    4.21    0.00    0.00   40.17    0.00    0.00    0.00   51.97
05:47:01 AM  all    0.53    0.00    3.74    0.00    0.00   41.98    0.00    0.00    0.00   53.74
05:47:03 AM  all    2.56    0.00    4.56    0.00    0.00   37.89    0.00    0.00    0.00   54.99
05:47:05 AM  all    1.13    0.00    6.20    0.00    0.00   39.15    0.00    0.00    0.00   53.52
05:47:07 AM  all    2.80    0.00    3.92    0.00    0.00   41.74    0.00    0.00    0.00   51.54
05:47:09 AM  all    3.70    0.00    5.41    0.00    0.00   38.75    0.00    0.00    0.00   52.14
05:47:11 AM  all    1.35    0.00    2.97    0.00    0.00   43.78    0.00    0.00    0.00   51.89
05:47:13 AM  all    1.72    0.00    3.72    0.00    0.00   38.97    0.00    0.00    0.00   55.59
05:47:15 AM  all    2.25    0.00    3.09    0.00    0.00   41.29    0.00    0.00    0.00   53.37
05:47:17 AM  all    1.64    0.00    4.93    0.00    0.00   41.10    0.00    0.00    0.00   52.33
05:47:19 AM  all    2.27    0.00    4.26    0.00    0.00   40.62    0.00    0.00    0.00   52.84
05:47:21 AM  all    1.14    0.00    3.71    0.00    0.00   41.14    0.00    0.00    0.00   54.00
05:47:23 AM  all    2.27    0.00    3.12    0.00    0.00   40.79    0.00    0.00    0.00   53.82
05:47:25 AM  all    1.67    0.00    4.18    0.00    0.00   41.50    0.00    0.00    0.00   52.65
05:47:27 AM  all    3.45    0.00    3.74    0.00    0.00   38.22    0.00    0.00    0.00   54.60
05:47:29 AM  all    3.21    0.00    4.96    0.00    0.00   38.48    0.00    0.00    0.00   53.35
05:47:31 AM  all    1.36    0.00    3.25    0.00    0.00   41.19    0.00    0.00    0.00   54.20
05:47:33 AM  all    1.41    0.00    4.79    0.00    0.00   39.44    0.00    0.00    0.00   54.37
05:47:35 AM  all    2.39    0.00    3.71    0.00    0.00   42.44    0.00    0.00    0.00   51.46
05:47:37 AM  all    3.26    0.00    3.26    0.00    0.00   41.58    0.00    0.00    0.00   51.90
05:47:39 AM  all    3.70    0.00    3.70    0.00    0.00   39.60    0.00    0.00    0.00   52.99
05:47:41 AM  all    0.83    0.00    3.89    0.00    0.00   41.11    0.00    0.00    0.00   54.17
05:47:43 AM  all    3.06    0.00    4.89    0.00    0.00   36.09    0.00    0.00    0.00   55.96
05:47:45 AM  all    1.37    0.00    4.40    0.00    0.00   40.66    0.00    0.00    0.00   53.57
05:47:47 AM  all    2.59    0.00    4.32    0.00    0.00   38.04    0.00    0.00    0.00   55.04
05:47:49 AM  all    3.34    0.00    3.62    0.00    0.00   42.34    0.00    0.00    0.00   50.70
05:47:51 AM  all    1.10    0.00    3.04    0.00    0.00   41.99    0.00    0.00    0.00   53.87
05:47:53 AM  all    1.93    0.00    4.14    0.00    0.00   40.88    0.00    0.00    0.00   53.04
05:47:55 AM  all    2.16    0.00    5.56    0.00    0.00   40.12    0.00    0.00    0.00   52.16
05:47:57 AM  all    3.22    0.00    6.43    0.32    0.00   35.05    0.00    0.00    0.00   54.98
05:47:59 AM  all    3.45    0.00    6.61    0.00    0.00   39.37    0.00    0.00    0.00   50.57
05:48:01 AM  all    0.85    0.00    3.41    0.00    0.00   25.85    0.00    0.00    0.00   69.89
05:48:03 AM  all    1.96    0.00    5.04    0.00    0.00   38.94    0.00    0.00    0.00   54.06
05:48:05 AM  all    2.51    0.00    4.46    0.00    0.00   40.39    0.00    0.00    0.00   52.65
05:48:07 AM  all    2.37    0.00    3.42    0.00    0.00   43.68    0.00    0.00    0.00   50.53
05:48:09 AM  all    2.49    0.00    4.71    0.00    0.00   40.72    0.00    0.00    0.00   52.08
05:48:11 AM  all    1.39    0.00    3.34    0.00    0.00   37.88    0.00    0.00    0.00   57.38
05:48:13 AM  all    1.47    0.00    2.94    0.00    0.00   37.65    0.00    0.00    0.00   57.94
05:48:15 AM  all    1.96    0.00    5.87    0.00    0.00   38.55    0.00    0.00    0.00   53.63
05:48:17 AM  all    3.92    0.00    4.20    0.00    0.00   39.78    0.00    0.00    0.00   52.10
05:48:19 AM  all    2.89    0.00    4.47    0.00    0.00   41.58    0.00    0.00    0.00   51.05
05:48:21 AM  all    1.71    0.00    3.43    0.00    0.00   40.57    0.00    0.00    0.00   54.29
05:48:23 AM  all    2.22    0.00    3.80    0.00    0.00   33.23    0.00    0.00    0.00   60.76
05:48:25 AM  all    1.83    0.00    4.19    0.00    0.00   39.79    0.00    0.00    0.00   54.19
05:48:27 AM  all    2.69    0.00    5.97    0.00    0.00   32.24    0.00    0.00    0.00   59.10
05:48:29 AM  all    2.94    0.00    5.29    0.00    0.00   38.24    0.00    0.00    0.00   53.53
05:48:31 AM  all    1.37    0.00    3.02    0.00    0.00   39.84    0.00    0.00    0.00   55.77
05:48:33 AM  all    1.46    0.00    4.37    0.00    0.00   38.19    0.00    0.00    0.00   55.98
05:48:35 AM  all    2.71    0.00    4.07    0.00    0.00   40.11    0.00    0.00    0.00   53.12
05:48:37 AM  all    2.49    0.00    3.88    0.00    0.00   38.50    0.00    0.00    0.00   55.12
05:48:39 AM  all    3.16    0.00    5.17    0.00    0.00   37.07    0.00    0.00    0.00   54.60
05:48:41 AM  all    1.09    0.00    3.81    0.00    0.00   39.24    0.00    0.00    0.00   55.86
05:48:43 AM  all    0.84    0.00    3.92    0.00    0.00   37.54    0.00    0.00    0.00   57.70
05:48:45 AM  all    2.81    0.00    5.31    0.00    0.00   34.69    0.00    0.00    0.00   57.19
05:48:47 AM  all    2.33    0.00    4.37    0.00    0.00   40.23    0.00    0.00    0.00   53.06
05:48:49 AM  all    3.21    0.00    3.21    0.00    0.00   42.25    0.00    0.00    0.00   51.34
05:48:51 AM  all    1.37    0.00    3.02    0.00    0.00   40.93    0.00    0.00    0.00   54.67
05:48:53 AM  all    1.12    0.00    3.07    0.00    0.00   40.22    0.00    0.00    0.00   55.59
05:48:55 AM  all    2.00    0.00    3.74    0.00    0.00   42.14    0.00    0.00    0.00   52.12
05:48:57 AM  all    2.05    0.00    4.97    0.00    0.00   38.89    0.00    0.00    0.00   54.09
05:48:59 AM  all    3.81    0.00    5.18    0.00    0.00   42.23    0.00    0.00    0.00   48.77
05:49:01 AM  all    1.13    0.00    2.27    0.00    0.00   40.51    0.00    0.00    0.00   56.09
05:49:03 AM  all    1.73    0.00    4.91    0.00    0.00   37.57    0.00    0.00    0.00   55.78
05:49:05 AM  all    2.82    0.00    5.63    0.00    0.00   37.18    0.00    0.00    0.00   54.37
05:49:07 AM  all    2.22    0.00    5.28    0.00    0.00   39.44    0.00    0.00    0.00   53.06
05:49:09 AM  all    2.98    0.00    4.07    0.00    0.00   39.84    0.00    0.00    0.00   53.12
05:49:11 AM  all    1.39    0.00    3.06    0.00    0.00   41.11    0.00    0.00    0.00   54.44
05:49:13 AM  all    1.43    0.00    3.15    0.00    0.00   37.82    0.00    0.00    0.00   57.59
05:49:15 AM  all    1.35    0.00    4.59    0.00    0.00   41.08    0.00    0.00    0.00   52.97
05:49:17 AM  all    3.27    0.00    5.72    0.00    0.00   38.15    0.00    0.00    0.00   52.86
05:49:19 AM  all    3.43    0.00    4.00    0.00    0.00   39.14    0.00    0.00    0.00   53.43
05:49:21 AM  all    0.83    0.00    4.41    0.00    0.00   39.39    0.00    0.00    0.00   55.37
05:49:23 AM  all    2.00    0.00    3.43    0.00    0.00   38.29    0.00    0.00    0.00   56.29
05:49:25 AM  all    3.12    0.00    3.12    0.00    0.00   35.98    0.00    0.00    0.00   57.79
05:49:27 AM  all    2.20    0.00    5.23    0.00    0.00   39.12    0.00    0.00    0.00   53.44
05:49:29 AM  all    3.31    0.00    5.72    0.00    0.00   34.64    0.00    0.00    0.00   56.33
05:49:31 AM  all    1.59    0.00    4.51    0.00    0.00   38.20    0.00    0.00    0.00   55.70
05:49:33 AM  all    2.32    0.00    4.35    0.00    0.00   37.68    0.00    0.00    0.00   55.65
05:49:35 AM  all    3.45    0.00    5.46    0.00    0.00   39.08    0.00    0.00    0.00   52.01
05:49:37 AM  all    3.13    0.00    5.41    0.00    0.00   40.74    0.00    0.00    0.00   50.71
05:49:39 AM  all    2.95    0.00    4.83    0.00    0.00   42.36    0.00    0.00    0.00   49.87
05:49:41 AM  all    7.31    0.00    7.31    1.83    0.00   13.32    0.00    0.00    0.00   70.23
05:49:43 AM  all    6.30    0.00    5.04    1.51    0.00    0.50    0.00    0.00    0.00   86.65
05:49:45 AM  all    2.00    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   96.51
05:49:47 AM  all    2.25    0.00    1.75    0.00    0.00    0.00    0.00    0.00    0.00   96.00
05:49:49 AM  all    2.02    0.00    1.52    0.00    0.00    0.25    0.00    0.00    0.00   96.21

Average:     all    3.69    0.00   18.18    0.09    0.00   34.10    0.00    0.00    0.00   43.94
