Linux 5.4.0-33-generic (node2) 	06/03/2020 	_x86_64_	(2 CPU)

09:50:42 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:51:30 PM  all    1.51    0.00    0.76    0.25    0.00    0.00    0.00    0.00    0.00   97.48
09:51:32 PM  all    2.27    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   96.73
09:51:34 PM  all    0.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.99
09:51:36 PM  all    1.26    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.99
09:51:38 PM  all    2.27    0.00    4.29    0.00    0.00    0.00    0.00    0.00    0.00   93.43
09:51:40 PM  all    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
09:51:42 PM  all    1.51    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   97.48
09:51:44 PM  all    1.01    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.49
09:51:46 PM  all    1.26    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.49
09:51:48 PM  all    4.28    0.00    2.77    0.00    0.00    0.25    0.00    0.00    0.00   92.70
09:51:50 PM  all    1.76    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.23
09:51:52 PM  all    1.26    0.00    1.26    0.00    0.00    0.51    0.00    0.00    0.00   96.97
09:51:54 PM  all    0.76    0.00    0.00    0.00    0.00    0.25    0.00    0.00    0.00   98.99
09:51:56 PM  all    1.00    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.75
09:51:58 PM  all    3.31    0.00    2.80    0.00    0.00    0.25    0.00    0.00    0.00   93.64
09:52:00 PM  all    1.50    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   97.25
09:52:02 PM  all    1.01    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   97.98
09:52:04 PM  all    0.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.49
09:52:06 PM  all    1.01    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.99
09:52:08 PM  all    4.52    0.00    3.27    0.00    0.00    0.25    0.00    0.00    0.00   91.96
09:52:10 PM  all    0.76    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   98.47
09:52:12 PM  all    2.24    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   96.51
09:52:14 PM  all    0.00    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   99.49
09:52:16 PM  all    1.50    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.49
09:52:18 PM  all    3.54    0.00    3.54    0.00    0.00    0.25    0.00    0.00    0.00   92.66
09:52:20 PM  all    1.27    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.48
09:52:22 PM  all    1.77    0.00    1.27    0.00    0.00    0.25    0.00    0.00    0.00   96.71
09:52:24 PM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:52:26 PM  all    1.27    0.00    0.51    0.00    0.00    0.25    0.00    0.00    0.00   97.97
09:52:28 PM  all    4.02    0.00    3.27    0.00    0.00    0.25    0.00    0.00    0.00   92.46
09:52:30 PM  all    1.25    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.50
09:52:32 PM  all    1.52    0.00    0.76    0.00    0.00    0.51    0.00    0.00    0.00   97.22
09:52:34 PM  all    1.57    0.00    1.57    0.00    0.00   56.40    0.00    0.00    0.00   40.47
09:52:36 PM  all    0.80    0.00    2.41    0.00    0.00   64.08    0.00    0.00    0.00   32.71
09:52:38 PM  all    3.70    0.00    3.17    0.00    0.00   57.41    0.00    0.00    0.00   35.71
09:52:40 PM  all    1.80    0.00    1.55    0.00    0.00   54.90    0.00    0.00    0.00   41.75
09:52:42 PM  all    1.06    0.00    1.58    0.00    0.00   63.32    0.00    0.00    0.00   34.04
09:52:44 PM  all    1.08    0.00    2.15    0.00    0.00   68.28    0.00    0.00    0.00   28.49
09:52:46 PM  all    1.37    0.00    2.74    0.00    0.00   66.85    0.00    0.00    0.00   29.04
09:52:48 PM  all    3.22    0.00    4.83    0.00    0.00   64.88    0.00    0.00    0.00   27.08
09:52:50 PM  all    1.02    0.00    1.28    0.00    0.00   51.66    0.00    0.00    0.00   46.04
09:52:52 PM  all    1.78    0.00    2.28    0.00    0.00   51.27    0.00    0.00    0.00   44.67
09:52:54 PM  all    0.56    0.00    1.68    0.00    0.00   65.55    0.00    0.00    0.00   32.21
09:52:56 PM  all    0.81    0.00    2.96    0.00    0.00   69.35    0.00    0.00    0.00   26.88
09:52:58 PM  all    4.05    0.00    3.24    0.00    0.00   67.57    0.00    0.00    0.00   25.14
09:53:00 PM  all    2.72    0.00    2.17    0.00    0.00   67.12    0.00    0.00    0.00   27.99
09:53:02 PM  all    1.36    0.00    3.27    0.00    0.00   65.67    0.00    0.00    0.00   29.70
09:53:04 PM  all    0.81    0.00    2.17    0.00    0.00   67.75    0.00    0.00    0.00   29.27
09:53:06 PM  all    1.07    0.00    3.21    0.00    0.00   63.10    0.00    0.00    0.00   32.62
09:53:08 PM  all    2.93    0.00    3.46    0.00    0.00   63.03    0.00    0.00    0.00   30.59
09:53:10 PM  all    1.59    0.00    2.38    0.00    0.00   68.52    0.00    0.00    0.00   27.51
09:53:12 PM  all    1.36    0.00    2.18    0.00    0.00   68.39    0.00    0.00    0.00   28.07
09:53:14 PM  all    0.54    0.00    2.16    0.00    0.00   67.84    0.00    0.00    0.00   29.46
09:53:16 PM  all    1.06    0.00    1.86    0.00    0.00   63.03    0.00    0.00    0.00   34.04
09:53:18 PM  all    3.96    0.00    3.17    0.00    0.00   63.85    0.00    0.00    0.00   29.02
09:53:20 PM  all    0.78    0.00    1.81    0.00    0.00   53.63    0.00    0.00    0.00   43.78
09:53:22 PM  all    1.53    0.00    1.79    0.00    0.00   54.59    0.00    0.00    0.00   42.09
09:53:24 PM  all    0.55    0.00    1.10    0.00    0.00   67.40    0.00    0.00    0.00   30.96
09:53:26 PM  all    1.08    0.00    1.35    0.00    0.00   65.14    0.00    0.00    0.00   32.43
09:53:28 PM  all    4.13    0.00    3.88    0.00    0.00   52.45    0.00    0.00    0.00   39.53
09:53:30 PM  all    1.37    0.00    1.91    0.00    0.00   68.31    0.00    0.00    0.00   28.42
09:53:32 PM  all    2.13    0.00    2.39    0.00    0.00   65.96    0.00    0.00    0.00   29.52
09:53:34 PM  all    0.84    0.00    2.51    0.00    0.00   65.46    0.00    0.00    0.00   31.20
09:53:36 PM  all    0.82    0.00    1.90    0.00    0.00   59.78    0.00    0.00    0.00   37.50
09:53:38 PM  all    3.25    0.00    4.61    0.00    0.00   66.67    0.00    0.00    0.00   25.47
09:53:40 PM  all    1.34    0.00    3.22    0.00    0.00   66.76    0.00    0.00    0.00   28.69
09:53:42 PM  all    1.10    0.00    2.19    0.00    0.00   63.84    0.00    0.00    0.00   32.88
09:53:44 PM  all    1.64    0.00    2.19    0.00    0.00   66.94    0.00    0.00    0.00   29.23
09:53:46 PM  all    0.82    0.00    1.64    0.00    0.00   67.67    0.00    0.00    0.00   29.86
09:53:48 PM  all    3.79    0.00    4.34    0.00    0.00   67.21    0.00    0.00    0.00   24.66
09:53:50 PM  all    0.28    0.00    1.94    0.00    0.00   67.50    0.00    0.00    0.00   30.28
09:53:52 PM  all    1.09    0.00    1.63    0.00    0.00   63.59    0.00    0.00    0.00   33.70
09:53:54 PM  all    1.04    0.00    1.31    0.00    0.00   53.52    0.00    0.00    0.00   44.13
09:53:56 PM  all    0.76    0.00    0.76    0.00    0.00   50.63    0.00    0.00    0.00   47.86
09:53:58 PM  all    4.56    0.00    3.80    0.00    0.00   51.65    0.00    0.00    0.00   40.00
09:54:00 PM  all    0.53    0.00    1.32    0.26    0.00   58.73    0.00    0.00    0.00   39.15
09:54:02 PM  all    1.88    0.00    2.42    0.00    0.00   64.25    0.00    0.00    0.00   31.45
09:54:04 PM  all    0.54    0.00    1.07    0.00    0.00   59.79    0.00    0.00    0.00   38.61
09:54:06 PM  all    0.78    0.00    2.07    0.00    0.00   57.88    0.00    0.00    0.00   39.28
09:54:08 PM  all    3.61    0.00    2.58    0.00    0.00   60.31    0.00    0.00    0.00   33.51
09:54:10 PM  all    1.50    0.00    1.75    0.00    0.00   50.13    0.00    0.00    0.00   46.62
09:54:12 PM  all    1.12    0.00    1.68    0.00    0.00   62.46    0.00    0.00    0.00   34.73
09:54:14 PM  all    1.01    0.00    1.52    0.00    0.00    4.80    0.00    0.00    0.00   92.68
09:54:16 PM  all    1.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.50
09:54:18 PM  all    3.28    0.00    3.54    0.00    0.00    0.00    0.00    0.00    0.00   93.18
09:54:20 PM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.49
09:54:22 PM  all    1.00    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.00
09:54:24 PM  all    0.75    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.25
09:54:26 PM  all    0.99    0.00    0.74    0.00    0.00    0.25    0.00    0.00    0.00   98.01
09:54:28 PM  all    3.05    0.00    3.31    0.00    0.00    0.00    0.00    0.00    0.00   93.64
09:54:30 PM  all    1.01    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   97.74
09:54:32 PM  all    1.25    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.75
09:54:34 PM  all    0.75    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.49
09:54:36 PM  all    1.01    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.74
09:54:38 PM  all    3.77    0.00    3.27    0.00    0.00    0.25    0.00    0.00    0.00   92.71
09:54:40 PM  all    1.00    0.00    0.00    0.00    0.00    0.25    0.00    0.00    0.00   98.75
09:54:42 PM  all    1.26    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.99
09:54:44 PM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.49
09:54:46 PM  all    0.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   99.00
09:54:48 PM  all    3.81    0.00    3.30    0.00    0.00    0.00    0.00    0.00    0.00   92.89
09:54:50 PM  all    0.75    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.75
09:54:52 PM  all    0.25    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   99.24
09:54:54 PM  all    0.75    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.74
09:54:56 PM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:54:58 PM  all    4.02    0.00    2.76    0.00    0.00    0.25    0.00    0.00    0.00   92.96
09:55:00 PM  all    0.50    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.49
09:55:02 PM  all    1.26    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.73
09:55:04 PM  all    0.50    0.00    1.25    0.00    0.00    0.25    0.00    0.00    0.00   97.99
09:55:06 PM  all    0.50    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.75
09:55:08 PM  all    3.78    0.00    2.52    0.00    0.00    0.50    0.00    0.00    0.00   93.20
09:55:10 PM  all    1.52    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.23
09:55:12 PM  all    0.76    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.74
09:55:14 PM  all    0.25    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:55:16 PM  all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.75
09:55:18 PM  all    4.27    0.00    2.51    0.00    0.00    0.00    0.00    0.00    0.00   93.22
09:55:20 PM  all    0.75    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   97.99
09:55:22 PM  all    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.99
09:55:24 PM  all    1.25    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.00
09:55:26 PM  all    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:55:28 PM  all    3.76    0.00    2.51    0.00    0.00    0.25    0.00    0.00    0.00   93.48
09:55:30 PM  all    0.75    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   97.99
09:55:32 PM  all    1.01    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   98.23
09:55:34 PM  all    0.50    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.50
09:55:36 PM  all    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
09:55:38 PM  all    3.52    0.00    3.27    0.00    0.00    0.00    0.00    0.00    0.00   93.22
09:55:40 PM  all    0.76    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   98.23
09:55:42 PM  all    1.75    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.49
09:55:44 PM  all    0.75    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.25
09:55:46 PM  all    0.25    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   98.50
09:55:48 PM  all    3.50    0.00    3.00    0.00    0.00    0.25    0.00    0.00    0.00   93.25
09:55:50 PM  all    0.75    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   97.99
09:55:52 PM  all    1.00    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.74
09:55:54 PM  all    3.54    0.00    2.78    0.00    0.00    0.00    0.00    0.00    0.00   93.67
09:55:56 PM  all    5.32    0.00    6.33    0.25    0.00    1.01    0.00    0.00    0.00   87.09
09:55:58 PM  all    4.00    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   92.50
09:56:00 PM  all    1.01    0.00    1.51    0.00    0.00    0.00    0.00    0.00    0.00   97.48
09:56:02 PM  all    0.76    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   97.98
09:56:04 PM  all    0.75    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   98.25
09:56:06 PM  all    1.00    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   98.50
09:56:08 PM  all    2.28    0.00    3.29    0.00    0.00    0.00    0.00    0.00    0.00   94.43
09:56:10 PM  all    1.01    0.00    1.26    0.00    0.00    0.00    0.00    0.00    0.00   97.73
09:56:12 PM  all    1.25    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   97.99
Average:     all    1.65    0.00    1.66    0.01    0.00   18.21    0.00    0.00    0.00   78.48
